doc_id,text,doc_date
36,"Drágább gázt sejtető nyilatkozat
Furcsa és bonyolult alku született Ukrajna és Oroszország között • Brüsszelben terítékre került a Nabucco-terv
Bár a jelek szerint lezárult az
orosz-ukrán gázvita, Kóka Já­
nos gazdasági miniszter tegna­
pi szavai azt sejtették, hogy
hosszabb távon elkerülhetetlen
Magyarországon az energia-
hordozó drágulása.
H Í R Ö S S Z E F O G L A L Ó
A Gazprom orosz gázipari óriás­
cég és a Naftogaz ukrán gáz­
ipari nagyvállalat vezetői öt évre 
szóló megállapodást kötöttek teg­
nap az orosz gáz áráról és a gázszál­
lítás ukrajnai tranzitdíjairól. Olyan 
egyezséget sikerült tető alá hozni, 
amely egyik félnek sem okoz súlyos 
tekintélyvesztést. A Gazprom meg­
kapja az általa követelt piaci árat, 
230 dollárt ezer köbméterenként a 
korábbi 50 dolláros ár helyett. A 
Naftogaz ennek ellenére csak 95 
dollárt fizet ezer köbméter földgá­
zért. A bonyolult konstrukció lé­
nyege, hogy a Gazprom nem köz­
vetlenül a Naftogaznak adja el a szi­
bériai gázmezőkről vezetékbe 
pumpált gázt, hanem egy közvetítő 
cégnek, a RusUkrEnergónak.
Rendszerirányító központ Oroszországban. Drágábban pumpálják a gázt
Az EU országaiban megköny- 
nyebbülést okozott az egyezség. Az 
unió gázellátást koordináló szakér- 
tői csoportjának nem hivatalos ülé- 
sén egyetértés volt abban, hogy az 
Európai Uniónak csökkentenie kell
Oroszországtól való függőségét. 
Sok szó esett az úgynevezett 
Nabucco-tervről, amelynek kereté-
ben Oroszország kikerülésével ve­
zetnék a kazahsztáni gázt a konti­
nensre.
Az orosz-ukrán árvita idején 
fellépő gázhiány jövőbeli elkerülése 
érdekében Magyarország az uniós 
tagországok földgáztározóinak ösz- 
szekapcsolását javasolta Brüsszel­
nek. Kóka János bejelentése szerint 
az EU illetékes munkacsoportja tá­
mogatja a javaslatot, mint ahogy az 
adriai földgázvezeték kiépítésének 
ötletét is. A gazdasági miniszter 
tegnap közölte, hogy már dolgoz­
nak az új lakossági gázár-kompen­
zációs rendszeren, amely szociális 
alapúvá teszi a támogatást. A válto­
zás feltehetőleg sokak számára je­
lent majd gázdrágulást. - A magyar 
fogyasztók nem fizetik meg a gáz 
árát - állapította meg a miniszter.
Hazánk egy stratégiai gáztáro­
zó építésével kívánja növelni az el­
látás biztonságát, információink 
szerint azonban némi esély mutat­
kozna a hazai kitermelés növelésé­
re is - a kutatások hatékonyabb ál­
lami ösztönzése mellett.
T ovábbiak a 10. é s 11.,
VEZÉRCIKK A 7. OLDALON",2006-01-05
37,"Kókának szűk volt a propagandakeret
Kevésnek bizonyult tavaly a Gazdasági és Közlekedési Miniszté­
rium 312 millió forintos kommunikációs kerete a Kóka János
nevével fémjelzett reklámkampányokra, így a tárcavezető alá­
írásával megjelent több hirdetést végül a kancelláriának kellett
kifizetnie. A dübörgő kormánypropagandát jól jellemzi, hogy
ugyanazokat az autópálya-szakaszokat több állami intézmény is
reklámozta, jelenleg is kétféle reklám népszerűsíti a sztrádákat.
Szabó Eszter_____________
T avaly nettó 842 millió forintot 
költött el az adófizetők pénzé­
ből a Miniszterelnöki Hivatal 
(MeH) hirdetési felületek vásárlá­
sára és az ehhez kapcsolódó krea­
tív tevékenységre - közölte a Ma­
gyar Nemzet érdeklődésére teg­
nap Batiz András. A kormányszó­
vivő tájékoztatása szerint közpon­
ti kommunikációra és állami tin­
népségekre 2005-ben a kormány 
2,3 milliárd forintot fordított. A 
reklámozási költségek tetemes ré­
szét a magyar gazdaság sikereiről 
szóló propaganda tette ki, amelyet 
a múlt évben hirdetéssorozatok, 
egymással párhuzamosan futó 
reklámok, közpénzből finanszíro­
zott, illetve társadalmi célú hirde­
tésként megjelenő „tájékoztatá­
sok” jellemeztek.
[K ó ka...]  Folytatás a 13. oldalon >",2006-01-05
38,"Belviszályhoz vezetett a békési MSZP-ben, hogy kiszorították a párt régi arcait.",2006-01-05
39,"Vizsgálja a Vatikán, hogy mi történt az egyház egyik izraeli templomával.",2006-01-05
40,Az ÁSZ ellenőrzi az ÁPV tavalyi működését és a privatizációk szabályszerűségét.,2006-01-05
41,"Mesék nélkül nincs élet - állítja Lázár Ervin, a Príma Primissima díjas író.",2006-01-05
42,"Kevesebb állami vezetőt!
T ábori-Czirják___________
F elszólítja  Gyurcsány  Ferenc
miniszterelnököt  a  Fidesz, 
hogy  csökkentse  felére  az  állami 
vezetők juttatásaira fordított költ­
ségeket. Rogán Antal, az ellenzéki 
párt  kampányfőnöke  tegnapi  saj­
tótájékoztatóján  hangsúlyozta, 
hogy  a  kiadások  visszafogására 
már  2006-ban  szükség  van.  Ez 
szerinte  főként  az  állami  vezetők 
számának  legalább  egyharmados 
csökkentésével  érhető el.  Kijelen­
tette:  amennyiben  a  Gyurcsány- 
kormány nem hozza meg ezeket a
döntéseket, és a Fidesz kerül kor­
mányra  tavasszal,  már  a  kor­
mányzati ciklus elején végre fogja 
hajtani a változtatásokat.
Rogán  felidézte,  hogy  Med-
gyessy  Péter  volt  kormányfő 
2002-ben  maga  érvelt  a  puritán 
állam  fontossága  mellett,  ahol  a 
közpénzek  felhasználása  takaré­
kosan  és  szigorú  ellenőrzés  mel­
lett zajlik. Ma azonban -  hívta fel 
a figyelmet a fideszes politikus  -  
201  állami  vezető  van,  50  száza­
lékkal  több,  mint  a  polgári  kor­
mány idején.
[R ogán...}  Folytatás a  3.  oldalon >",2006-01-05
43,"Megakasztott oktatási beszerzések
Eredménytelennek nyilvánítot­
ták a diákigazolványok előállí­
tására  kiírt  közbeszerzést.  A
versenyben  maradt  pályázó  - 
melynek  alvállalkozója  az  In­
dex  szerint  a  kormányfő  volt
üzletfeléhez,  Erdős  Ákoshoz
köthető  -   túl  drága  ajánlatot
tett.  A  szakminiszter  a  pan-
démia  elleni  védekezésre  kiírt
kutatás-fejlesztési  pályázatnál
is visszakozni kényszerült.
_ Farkas Melinda___________
M ásodszorra sem találta meg­
felelőnek az Educatio Kht. az 
új diákigazolványokra tett árajánla­
tot, ezért eredménytelennek nyilvá­
nította  a  közbeszerzési  eljárást,  és 
várhatóan még januárban új felhí­
vást tesz közzé -  áll az oktatási tár­
ca  közleményében.  Az  utolsó  tár­
gyaláson a pályázó nettó 289 forint­
ról 275-re módosította a közoktatá­
si ,és 2750-ről 2475 forintra a felső- 
oktatási kártyára vonatkozó ajánla­
tát, ám az Educatio szerint ez még 
mindig meghaladja a rendelkezésre 
álló keretet, így nem fogadta el azt. 
A tárca szerint az előállítási áron kí­
vül  felvetődnek  még bizonyos  fel- 
dolgozási  és  adminisztrációs  költ­
ségek,  amelyek átlagosan  körülbe­
lül 500 forint pluszt jelentenek ok­
mányonként.  Lapunk  számításai 
szerint  így a felsőoktatási okmány 
bekerülési költsége  3470,  a közok­
tatásban használt kártyáé pedig 830 
forintjett volna.
[N e m ...]   Folytatás a 3. oldalon >",2006-01-05
44,"Anyját védve szúrta meg nevelőapját a fiú
  Munkatársunktól_________
K éssel védte meg édesanyját it­
tas nevelőapjától egy tizenegy 
éves  fiú  a  szabolcsi  Nagyhalászon 
kedden. Az asszonyra támadó férfi 
életveszélyes  sérülést  szenvedett  a 
szúrástól.  A  férjet  kiskorú  veszé­
lyeztetése miatt a bíróság korábban 
kétéves,  felfüggesztett  börtönbün­
tetésre ítélte, mert többször -  a gye­
rek  előtt  is  -   megverte  a  nőt.  -  
Megelőzhetők  lennének  a  nagy­
halászihoz hasonló tragédiák, ha a 
2003-as  országgyűlési  határozat­
nak  megfelelően  a  kormány  be­
nyújtotta volna  a  távolságtartásról 
rendelkező törvénytervezetet -  nyi­
latkozta  lapunknak  Wirth Judit,  a 
Nők a Nőkért, Együtt az Erőszak El­
len Egyesület munkatársa.
Bővebben a  17. o l d a l o n",2006-01-05
45,"HARC A BELVÍZZEL. 
Már negyvenezer hektár került víz alá az országban, s
növekedett az árvízvédelmi szakaszok hossza is. Még senkit sem kellett ki-
I  költöztetni. Képünk Érden készült. Részletek a  17. oldalon 
fotó: Máté Péter




",2006-01-05
46,Az államháztartási hiány egyenlegének javítására használták fel a repülőtéri bevételt.,2006-01-06
47,"Egy tatabányai főiskolán már nem szednek pénzt, de nem is adják vissza a diákoknak.",2006-01-06
48,"Százharminc ember, köztük hét amerikai katona halt meg egy nap alatt Irakban.
",2006-01-06
49,A világhírű Christian Tetzlaff hegedűvirtuóz koncertezik a tavaszi fesztiválon.,2006-01-06
50,"Fenyegetés a Délvidéken
Életveszélyesen megfenyegették 
Bálint Sándort, a vajdasági 
kormány tájékoztatási titkár­
ságának (minisztériumának) 
titkárhelyettesét, aki 1992-től 
nyolc éven át a Magyar Szó 
igazgató-főszerkesztője volt. 
Mint lapunknak kijelentette, az 
incidens szilveszterkor történt 
Újvidéken a városközpontban. 
„A fenyegetőző férfi kijelentet­
te: hamarosan lerepül a fejem, 
s akkor majd látni fogom, 
hogy nem tévedés” - mondta 
Bálint. (S. I.)",2006-01-06
51,"Lecsúszó háztartások
A háztartások egyharmadának 
romlott az anyagi helyzete az 
elmúlt évben - derül ki az 
Ecostat Gazdaságelemző és In­
formatikai Intézet jelentéséből, 
amely szerint a lakosság mint­
egy fele nem tapasztalt válto­
zást háztartása helyzetében, ja­
vulásról pedig a megkérdezet­
teknek csupán 18 százaléka 
adott számot. Az egy főre eső 
háztartási jövedelem a tavalyi 
utolsó negyedévben 64 880 fo­
rint volt. (Sz. E.)",2006-01-06
52,"Szombati magazinunk tartalmából
NYOMÁSGYAKORLAT
Az ukrán-orosz alku a kilencvenes évek oli­
garchikus világát idézi
RÉGI ÉS ÚJ
Kerekasztal-beszélgetés a magyar turizmus­
ról és vendéglátásról
LEKÜZDIK AZ ELLENSÉGET
Európában a nők és a fiatalok körében terjed 
az alkoholizmus",2006-01-06
53,"Óvják a Kárpátokat
Életbe lépett szerdán a Kárpátok növény- és állatvilágának vé­
delméről szóló nemzetközi egyezmény, amelynek célja, hogy
egyensúlyt teremtsen a gazdaság és a környezetvédelem igényei
között. A megállapodást hét ország írta alá, Magyarország ne­
gyedikként ratifikálta.
H Í R Ö S S Z E F O G L A L Ó
H azánk is ratifikálta a Kárpá­
tok természetvédelméről szó­
ló nemzetközi egyezményt, amely 
szerda óta hatályos - jelentette be 
tegnap Oslóban az ENSZ Környe­
zetvédelmi Programjának (UNEP) 
szóvivője. Az ésszerű erdőgazdál­
kodást, valamint a Kárpátok he­
gyeiben élő különleges növény- és 
állatfajok védelmét szolgáló, az 
ENSZ égisze alatt született megál­
lapodást még 2003-ban írta alá a 
régió hét országa: Magyarország,
Csehország, Szlovákia, Ukrajna, 
Lengyelország, Románia, valamint 
Szerbia-Montenegró. Az első négy 
állam -  negyedikként Magyaror­
szág -  már ratifikálta az egyez­
ményt, így az annak ellenére is ér­
vényes, hogy Lengyelország, Ro­
mánia és Szerbia-Montenegró még 
nem tette belső jogrendjének ré­
szévé. Az aláírók ugyanis két éve 
abban állapodtak meg, hogy az 
egyezmény hatályossá válik, ha a 
hét ország közül legalább négy rati­
fikálja - írta a Reuters.
[Egyezmény...] Folytatás a 16. oldalon >",2006-01-06
54,"Mennyivel nő a gázár?
Kóka ismét kioktatta az ellenzéket a gazdasági bizottságban
Éles szóváltás alakult ki a gaz­
dasági miniszter és az ellenzé­
ki képviselők között tegnap az
Országgyűlés gazdasági bi­
zottságának rendkívüli ülésén
arról, hogy milyen többletter­
het jelent a lakosság számára
a kormány által tervezett stra­
tégiai gáztározó megépítése. 81
8 1 JÁMRQR GYIIT A-fZIRIÁK iMRF
igénylő 
Deák András azt kérte, a mi­
niszter mutassa meg azt a hát­
tértanulmányt, amelyre alapozva 
állítja, hogy a 150 milliárd forintos 
beruházást 
létesítmény 
csupán egy forinttal drágítja meg a 
gáz fogyasztói árát. A fideszes kép­
viselő rendelkezésére álló számítá­
sok szerint ugyanis ez a többlette­
her 5-7 forint lesz. Kóka János bár 
előbb nem tudta pontosan meg­
mondani, mikor lesznek a bizottság 
tagjai számára elérhetők a háttér- 
számítások, s kioktatta a politikust 
a konstruktív ellenzéki magatartás­
ról, később kijelentette: a háttérta­
nulmányok á bizottság rendelkezé­
sére állnak. (Deák levélben megfo­
galmazott hasonló tárgyú kérésére 
a miniszter korábban azt válaszol­
ta, nézze meg a tárca honlapján. 
Ám ott ma sem található a doku­
mentum.) A fideszes Lázár Mózes
azt nehezményezte, hogy Kóka 
nem adott választ azokra a kérdé­
sekre, hogy a kormány mikor és 
mennyivel akarja emelni a földgáz 
árát, illetve hogy az áremelés mi­
lyen kört érint majd.
[K ö ka...] Folytatása 13.,
TOVÁBBIAK A 9. OLDALON >",2006-01-06
55,"Venezuela: az állam visszaszerzi javait
A z év első napjától december 
 Munkatársunktól____________
31-éig 32 olajmező felvásárlá­
sával vegyes venezuelai vállalatok 
fogják felváltani az összes nemzet­
közi céget az országban - jelentette 
be Rafael Ramírez Venezuela olaj­
minisztere. A Washington számára 
sokkoló hírt magyarázva a politikus 
elmondta, céljuk, hogy teljessé te­
gyék az ágazat függetlenségét.
A döntés már 2005-ben meg­
született, de a végleges elhatározást 
Hugó Chávez és az ágazat vegyes 
vállalatainak képviselői 
tegnap
hozták meg. Rafael Ramírez a sajtó- 
tájékoztatón elmondta, hogy a dön­
tést még jóvá kell hagynia a nem­
zetgyűlésnek, de előtte még ellenőr­
zik az összes nemzetközi vállalat 
könyvelését, milyen függő adóssá­
got halmoztak fel, vagy milyen be­
fektetéseket végeztek ténylegesen. 
Hangsúlyozta, hogy a külföldi cé­
gek dollármilliókat vittek ki az or­
szágból, de egyetlen centet sem fek­
tettek be Venezuelában, viszont az 
új cégek hasznát a nemzeti kor­
mány szociális programokra fordít­
ja majd, ahogy.eddig is tette.
[N em zeti...] F o l y t a t á s a 9. o l d a l o n  >

",2006-01-06
56,"Orbán lesz az MSZP kampánycélpontja
A közeljövőben nem tervezik
negatív kampány beindítását
a Köztársaság téren, mert úgy
vélik, hogy az MSZP erős tár­
sadalmi támogatottsága ezt
most nem indokolja. Ennek el­
lenére -  amint azt a történel­
mi példák mutatják -, ha szo­
ros választási versengésre van
kilátás, az MSZP nem fog válo­
gatni az eszközökben.
: i Munkatársainktól___________
T eljesen szétesett a még Ron
Werber által megálmodott szo­
cialista kampányalakulat: a csapat­
játék. Azután, hogy az izraeli kom­
munikációs stratéga elhagyta az or­
szágot, illetve Tóbiás József korábbi 
kampányfőnök is kiszorult a szű­
kén vett pártvezetésből, csak egy­
szer hívta össze Hiller István MSZP- 
elnök és Gyurcsány Ferenc minisz­
terelnök a hírhedté vált roham­
csapatot, amelynek tagjai így a párt 
helyi kampánycsapataiban próbál­
ják meg kamatoztatni tudásukat, a
központtól függetlenül. Úgy tudjuk, 
hogy a Köztársaság téren a közeljö­
vőben nem tervezik negatív kam­
pány beindítását (a januárra terve­
zett szélkakas motívumra épülő 
kommunikációs offenzíva is kitoló­
dik), mert úgy vélik, a szocialisták 
támogatottsága megfelelő. Szocia­
lista informátoraink szerint a stra­
tégia most az, hogy a Fideszről ter­
jedjen el a „sárdobálásra” való haj­
lam, amit a Magyar Vizsla nevezetű 
kiadvánnyal kívánnak demonstrál­
ni. Egyik forrásunk úgy látja, Sd- 
lyom László köztársasági elnök új­
évi, a társadalmi béke megőrzését 
hangsúlyozó beszéde is alátámaszt­
ja az MSZP jelenlegi stratégiáját, 
hogy a választók a nyugodt, párbe­
szédre képes politikai erő iránt nyi- 
tottabbak.
Mindettől függetlenül a párttól 
független médiumok, illetve balli­
berális gondolkodók várhatóan 
folytatják az elsősorban Orbán Vik­
tor elleni érvelést a Fidesz vezetőjé­
nek démonizálásával.
[M ir e ...]  Folytatás a 3. oldalon >",2006-01-06
