token;ner
.;O
;
Mi;O
azt;O
gondoljuk;O
,;O
hogy;O
véget;O
kell;O
vetni;O
a;O
hazudozásnak;O
,;O
tisztázzuk;O
az;O
ország;O
és;O
a;O
parlament;O
nyilvánossága;O
elõtt;O
,;O
hogy;O
mirõl;O
döntött;O
az;O
Európai;I-ORG
Bizottság;I-ORG
.;O
;
Elõször;O
is;O
a;O
brüsszeli;O
eljárás;O
tárgya;O
nem;O
az;O
volt;O
,;O
hogy;O
megfelelõ;O
lesz-e;O
nekünk;O
az;O
egyébként;O
eddig;O
mindenütt;O
mûszaki;O
hibák;O
sorozatát;O
produkáló;O
kísérleti;O
orosz;O
reaktortípus;O
,;O
hanem;O
az;O
,;O
hogy;O
a;O
bõvítési;O
beruházás;O
megtérül-e;O
a;O
Paks;I-ORG
II;I-ORG
.;O
;
#NÉV?;O
termelt;O
áram;O
piaci;O
áron;O
történõ;O
eladásából;O
.;O
;
Ezt;O
a;O
magyar;O
kormány;O
az;O
elmúlt;O
két;O
évben;O
képtelen;O
volt;O
bebizonyítani;O
.;O
;
A;O
Bizottság;O
megállapította;O
,;O
hogy;O
a;O
projekttel;O
a;O
magyar;O
állam;O
olyan;O
pénzügyi;O
kockázatot;O
vállal;O
,;O
amelyre;O
egy;O
magánbefektetõ;O
nem;O
lenne;O
hajlandó;O
,;O
mivel;O
a;O
beruházás;O
piaci;O
alapon;O
nem;O
térül;O
meg;O
,;O
ezért;O
a;O
csõd;O
elkerüléséhez;O
az;O
áramár­bevé­te­le­ken;O
túl;O
állami;O
támogatásra;O
is;O
szükség;O
van;O
.;O
;
A;O
brüsszeli;O
testület;O
ugyanakkor;O
nemcsak;O
az;O
állami;O
támogatás;O
tényét;O
rögzítette;O
,;O
hanem;O
azt;O
is;O
,;O
hogy;O
a;O
tagállamoknak;O
a;O
rossz;O
,;O
soha;O
meg;O
nem;O
térülõ;O
üzletekhez;O
is;O
joguk;O
van;O
,;O
azaz;O
ha;O
akarnak;O
,;O
akár;O
olyan;O
atomerõmûvet;O
is;O
építhetnek;O
,;O
amelyik;O
több;O
pénzt;O
fog;O
elégetni;O
,;O
mint;O
amennyit;O
az;O
eladott;O
áramból;O
valaha;O
viszontlát;O
.;O
;
Ezt;O
a;O
döntést;O
csak;O
annak;O
van;O
oka;O
ünnepelni;O
,;O
akinek;O
a;O
valódi;O
célja;O
nem;O
az;O
ország;O
áramellátásának;O
biztosítása;O
,;O
hanem;O
4;O
ezer;O
milliárd;O
forintnyi;O
közpénz;O
kontrollmentes;O
,;O
átláthatatlan;O
elköltése;O
.;O
;
Ha;O
a;O
magyar;O
polgárok;O
meghallják;O
azt;O
a;O
mondatot;O
,;O
hogy;O
a;O
paksi;O
bõvítésre;O
az;O
olcsó;O
áram;O
miatt;O
van;O
szükség;O
,;O
tudniuk;O
kell;O
,;O
hogy;O
Orbán;I-PER
Viktor;I-PER
kormánya;O
megint;O
a;O
szemükbe;O
hazudik;O
.;O
;
Az;O
egyetlen;O
,;O
a;O
kormányzat;O
által;O
hivatalosnak;O
elfogadott;O
számítás;O
,;O
a;O
Rothschild-tanulmány;O
szerint;O
az;O
új;O
paksi;O
blokkok;O
csak;O
jelentõs;O
áramár-emelkedés;O
és;O
kiemelkedõen;O
magas;O
kihasználtság;O
mellett;O
térülhetnének;O
meg;O
.;O
;
Mindezt;O
az;O
említett;O
tanulmány;O
megjelenésekor;O
Aszódi;I-PER
Attila;I-PER
bõvítési;O
kormánybiztos;O
is;O
megerõsítette;O
.;O
;
Szerinte;O
50-55;O
eurós;O
megawatt;O
óránkénti;O
áramár;O
esetén;O
térülhetne;O
meg;O
.;O
;
Ez;O
azt;O
jelenti;O
,;O
hogy;O
minimum;O
a;O
duplájára;O
kellene;O
emelni;O
a;O
jelenlegi;O
árat;O
.;O
;
Ennyit;O
arról;O
,;O
hogy;O
mi;O
köze;O
van;O
a;O
bõvítésnek;O
az;O
olcsó;O
áramhoz;O
.;O
;
Az;O
Oroszországtól;I-LOC
orosz;O
devizahitelbõl;O
megvásárolni;O
tervezett;O
veszteséges;O
atomerõmûnek;O
egészen;O
máshoz;O
van;O
köze;O
:;O
Magyarország;I-LOC
újbóli;O
eladósodásához;O
,;O
aminek;O
a;O
veszélyére;O
szintén;O
az;O
Európai;I-ORG
Bizottság;I-ORG
felhívta;O
a;O
figyelmet;O
.;O
;
De;O
van;O
más;O
is;O
,;O
ami;O
miatt;O
a;O
bõvítés;O
kapcsán;O
aggódnunk;O
kell;O
.;O
;
A;O
XXI;I-ORG
.;O
században;O
Európában;I-LOC
még;O
nem;O
épült;O
atomerõmû;O
a;O
tervezett;O
költségkereteken;O
belül;O
.;O
;
Nekünk;O
most;O
pedig;O
azt;O
kellene;O
elhinnünk;O
,;O
hogy;O
ez;O
elsõként;O
az;O
orbáni;O
Magyarországon;I-LOC
fog;O
sikerülni;O
,;O
ahol;O
a;O
Dagály;I-ORG
uszoda;O
a;O
kezdettõl;O
az;O
átadásig;O
az;O
ötszörösére;O
drágult;O
,;O
és;O
hetente;O
tovább;O
nõ;O
az;O
ára;O
300-400;O
millió;O
forinttal;O
.;O
;
(;O
30.aug;O
);O
Maga;O
a;O
paksi;O
bõvítés;O
alaphangon;O
4000;O
milliárd;O
forintba;O
kerül;O
majd;O
.;O
;
Csakhogy;O
ebben;O
az;O
árban;O
biztosan;O
nincs;O
benne;O
az;O
atomhulladék;O
tárolásának;O
1600;O
milliárdos;O
vagy;O
az;O
áram;O
elszállításához;O
szükséges;O
új;O
vezetékrendszer;O
400;O
milliárdos;O
költsége;O
.;O
;
Nincsenek;O
benne;O
a;O
kamatok;O
,;O
amelyek;O
miatt;O
majdnem;O
kétszer;O
annyit;O
kell;O
visszafizetnünk;O
az;O
oroszoknak;O
,;O
mint;O
amennyit;O
hitelként;O
felveszünk;O
tõlük;O
,;O
és;O
nincsenek;O
benne;O
azok;O
a;O
többletkiadások;O
sem;O
,;O
amit;O
az;O
államadósság;O
megugrása;O
miatt;O
kell;O
majd;O
Magyarország;I-LOC
hitelezõinek;O
kifizetnie;O
.;O
;
Vagyis;O
már;O
régóta;O
nem;O
az;O
a;O
kérdés;O
,;O
hogy;O
mennyit;O
profitálunk;O
az;O
évszázad;O
beruházásából;O
,;O
hanem;O
az;O
,;O
hogy;O
túléli-e;O
az;O
ország;O
gazdasági;O
csõd;O
nélkül;O
ezt;O
a;O
felelõtlen;O
hazardírozást;O
.;O
;
Az;O
állami;O
támogatás;O
,;O
amire;O
a;O
bõvítés;O
ügyében;O
Brüsszel;I-LOC
rábólintott;O
,;O
azt;O
jelenti;O
:;O
megengedik;O
nekünk;O
,;O
hogy;O
az;O
adóssághegyet;O
az;O
adófizetõkkel;O
fizettesse;O
ki;O
a;O
kormány;O
.;O
;
Köszönöm;O
a;O
figyelmet;O
.;O
;
DR;O
.;O
;
HOFFMANN;I-PER
RÓZSA;I-PER
(;O
KDNP;I-ORG
);O
:;O
Köszönöm;O
szépen;O
,;O
elnök;O
úr;O
.;O
;
Tisztelt;O
Országgyûlés;I-ORG
!;O
;
Március;O
13?át;O
írunk;O
.;O
;
Középületeink;O
és;O
magánházaink;O
sokasága;O
ünnepi;O
díszbe;O
öltözött;O
,;O
nemzeti;O
lobogónk;O
és;O
a;O
szívünk;O
fölé;O
tûzött;O
kokárdák;O
hirdetik;O
,;O
hogy;O
magyar;O
közösségi;O
létünk;O
legszeretettebb;O
napjára;O
készülünk;O
.;O
;
Itt;O
,;O
az;O
ország;O
házában;O
is;O
,;O
különösen;O
a;O
kormánypárti;O
sorokban;O
tapintani;O
lehet;O
a;O
nem;O
hétköznapi;O
hangulatot;O
,;O
hiszen;O
két;O
nappal;O
március;O
15-e;O
elõtt;O
szabadon;O
,;O
idegen;O
hatalmak;O
diktátumától;O
mentesen;O
államfõt;O
választunk;O
,;O
aki;O
az;O
alkotmányunk;O
,;O
Alaptörvényünk;I-ORG
szellemében;O
a;O
magyarságot;O
,;O
az;O
összes;O
magyar;O
embert;O
,;O
Magyarországot;I-LOC
képviseli;O
a;O
nagyvilágban;O
.;O
;
Nekünk;O
,;O
országgyûlési;O
képviselõknek;O
ez;O
a;O
választás;O
az;O
egyik;O
legmagasztosabb;O
feladatunk;O
és;O
küldetésünk;O
.;O
;
Sajnos;O
nem;O
volt;O
ez;O
mindig;O
így;O
a;O
történelmünk;O
során;O
.;O
;
169;O
évvel;O
ezelõtt;O
a;O
márciusi;O
ifjak;O
és;O
a;O
hõs;O
honvédek;O
éppen;O
a;O
szabadságunkért;O
küzdöttek;O
és;O
áldozták;O
nagyon;O
sokan;O
életüket;O
az;O
áradattal;O
szemben;O
vívott;O
csatákban;O
.;O
;
Tisztelet;O
és;O
köszönet;O
az;O
akkori;O
hõsöknek;O
,;O
a;O
bátraknak;O
és;O
mai;O
kortárs;O
utódaiknak;O
,;O
akik;O
beteljesítették;O
a;O
költõ;O
szavait;O
,;O
amelyek;O
szerint;O
:;O
„;O
A;O
magyar;O
név;O
megint;O
szép;O
lesz;O
,;O
/;O
Méltó;O
régi;O
nagy;O
híréhez;O
	O;
.;O
;
Egy;O
emberöltõvel;O
ezelõtt;O
végre;O
megszületett;O
a;O
szabadságunk;O
,;O
ám;O
újra;O
és;O
újra;O
meg;O
kell;O
küzdenünk;O
érte;O
.;O
;
Ma;O
is;O
.;O
;
Joggal;O
idézhetjük;O
Vörösmarty;I-PER
Mihálynak;I-PER
„;O
A;O
vén;O
cigány;O
	O;
-;O
ból;O
ismert;O
sorait;O
:;O
„;O
Háború;O
van;O
most;O
a;O
nagy;O
világban;O
,;O
/;O
Isten;I-PER
sírja;O
reszket;O
a;O
szent;O
honban;O
	O;
.;O
;
A;O
XXI;I-ORG
.;O
század;O
Európájában;I-LOC
is;O
meg;O
kell;O
vívnunk;O
itthon;O
és;O
nemzetközi;O
porondon;O
függetlenségi;O
harcainkat;O
azért;O
,;O
hogy;O
Magyarország;I-LOC
önállóan;O
dönthessen;O
sorskérdéseiben;O
.;O
;
Hogyan;O
?;O
?;O
kérdezhetjük;O
joggal;O
.;O
;
Ter­mészetesen;O
nem;O
fegyverrel;O
,;O
csatákban;O
,;O
hanem;O
tisz­ta;O
szívvel;O
,;O
õszinte;O
szóval;O
,;O
egyenes;O
tartással;O
,;O
kitartó;O
alkotómunkával;O
,;O
tehetséggel;O
,;O
szorgalommal;O
és;O
a;O
ma­gyar;O
kultúra;O
értékeinek;O
ápolásával;O
,;O
gyarapításával;O
.;O
;
A;O
kilátásaink;O
jók;O
,;O
mert;O
ebben;O
erõsek;O
vagyunk;O
.;O
;
Egy;O
emberként;O
ünnepeltük;O
nemrég;O
a;O
magyar;O
kultúra;O
napját;O
.;O
;
Egész;O
évet;O
szentelünk;O
a;O
magyar;O
nyelv;O
óriásának;O
,;O
apostolának;O
emlékezetére;O
,;O
ébrentartására;O
és;O
gaz­dagítására;O
";";O
természetesen;O
Arany;I-PER
Jánosra;I-PER
gondoltam;O
.;O
;
Együtt;O
örvendezünk;O
a;O
magyar;O
filmek;O
sikerének;O
,;O
a;O
negyedik;O
Oscarnak;I-PER
és;O
az;O
Arany;I-ORG
Medve-díjnak;I-ORG
.;O
;
Iz­gulunk;O
értük;O
,;O
és;O
joggal;O
dicsekszünk;O
fiatal;O
virtuózaink;O
és;O
a;O
Röpülj;I-ORG
,;O
pávások;O
sikerének;O
.;O
;
Boldogan;O
és;O
büszkén;O
hallgatjuk;O
iskolásaink;O
szép;O
versmondását;O
,;O
énekét;O
,;O
zenélését;O
,;O
és;O
gyönyörködünk;O
magával;O
ragadó;O
,;O
fergeteges;O
néptáncukban;O
,;O
a;O
legkisebb;O
falvakban;O
is;O
.;O
;
(;O
8.40;O
);O
Igen;O
,;O
„;O
Magyarból;I-LOC
jeles;O
	O;
?;O
választotta;O
találóan;O
címéül;O
az;O
az;O
elmúlt;O
napokban;O
bemutatott;O
kiadvány;O
,;O
amelyben;O
minden;O
magyar;O
iskolába;O
eljut;O
Kossuth;I-PER
Lajos;I-PER
üzenete;O
szerte;O
a;O
Kárpát-medencében;O
.;O
;
Vagy;O
egyre;O
többen;O
dolgozunk;O
és;O
munkánkkal;O
hozzájárulunk;O
Magyarország;I-LOC
erõsödéséhez;O
.;O
;
És;O
új;O
honfitársainkként;O
üdvözölhetjük;O
azokat;O
az;O
embereket;O
,;O
köztük;O
népszerû;O
sportolókat;O
,;O
akik;O
állampolgári;O
esküjükkel;O
együtt;O
ezt;O
a;O
hazát;O
választották;O
.;O
;
Mintha;O
Petõfi;I-PER
Sándor;I-PER
üzenetét;O
tették;O
volna;O
magukévá;O
:;O
„;O
Ha;O
nem;O
születtem;O
volna;O
is;O
magyarnak;O
,;O
/;O
E;O
néphez;O
állanék;O
ezennel;O
én;O
.;O
	O;
;
Tisztelt;O
Országgyûlés;I-ORG
!;O
;
Ünnepre;O
készülõdvén;O
bizonyára;O
érthetõek;O
a;O
megszokottnál;O
emelkedettebb;O
gondolatok;O
.;O
;
Adjuk;O
át;O
bátran;O
magunkat;O
az;O
örömnek;O
,;O
és;O
egyetlen;O
órára;O
se;O
feledkezzünk;O
meg;O
közös;O
dolgunkról;O
,;O
a;O
Himnusz;I-LOC
költõjének;O
szavait;O
idézve;O
:;O
„;O
Hass;I-PER
,;O
alkoss;O
,;O
gyarapíts;O
:;O
s;O
a;O
haza;O
fényre;O
derûl;O
!;O
	O;
;
Éljen;O
a;O
magyar;O
szabadság;O
,;O
éljen;O
a;O
haza;O
!;O
;
(;O
Taps;O
a;O
kormánypártok;O
és;O
a;O
Jobbik;I-ORG
soraiban;O
.;O
);O
;
KÓSA;I-PER
LAJOS;I-PER
(;O
Fidesz;I-ORG
);O
:;O
Elnök;O
Úr;O
!;O
;
Tisztelt;I-PER
Ház;I-PER
!;O
;
Miközben;O
a;O
magyar;O
parlament;O
a;O
mai;O
napon;O
megválasztja;O
a;O
köztársaság;O
új;O
elnökét;O
,;O
nagyon;O
fontos;O
kijelentenünk;O
(;O
Közbeszólás;O
a;O
Jobbik;I-ORG
soraiból;O
.;O
;
);O
,;O
hogy;O
végre;O
tiszta;O
víz;O
van;O
a;O
pohárban;O
.;O
;
Nagyon;O
sokáig;O
nem;O
volt;O
világos;O
,;O
hogy;O
ki;O
milyen;O
érdekek;O
szerint;O
politizál;O
.;O
;
Végre;O
kiderült;O
az;O
,;O
hogy;O
a;O
teljes;O
balliberális;O
ellenzék;O
Majtényi;I-PER
László;I-PER
mögött;O
sorakozott;O
fel;O
,;O
mindenki;O
,;O
a;O
függetlenek;O
is;O
,;O
ami;O
napnál;O
világosabban;O
mutatja;O
,;O
amit;O
már;O
régóta;O
mondunk;O
,;O
hogy;O
az;O
ellenzék;O
a;O
Soros;I-PER
György;I-PER
által;O
képviselt;O
politikát;O
igyekszik;O
megvalósítani;O
a;O
parlamentben;O
és;O
Magyarországon;I-LOC
(;O
Gõgös;I-PER
Zoltán;I-PER
közbeszól;O
.;O
;
);O
";";O
a;O
migrációpártiságot;O
,;O
azt;O
,;O
hogy;O
Magyarországot;I-LOC
szeretnék;O
kiszolgáltatni;O
a;O
nemzetközi;O
befektetõknek;O
,;O
kellõen;O
legyengíteni;O
a;O
nemzet;O
immunrendszerét;O
ahhoz;O
,;O
hogy;O
ne;O
tudjon;O
a;O
saját;O
érdekei;O
szerint;O
politizálni;O
és;O
a;O
saját;O
érdekeit;O
képviselni;O
.;O
;
A;O
másik;O
oldalon;O
már;O
nagyon;O
régóta;O
világos;O
az;O
,;O
hogy;O
a;O
Jobbik;O
Simicska;I-PER
Lajos;I-PER
által;O
döntõen;O
befolyásolt;O
párt;O
,;O
de;O
a;O
hétvégén;O
a;O
zsurpubi;O
.;O
hu;O
oldalon;O
?;O
kicsit;O
szokatlan;O
,;O
de;O
majd;O
hozzászokunk;O
,;O
hogy;O
a;O
Jobbikkal;I-ORG
kapcsolatos;O
hírekben;O
a;O
zsurpubi;O
.;O
hu-t;O
nézegetjük;O
,;O
esetleg;O
a;O
cicafiuk;O
.;O
com-ot;O
vagy;O
a;O
partiarc;O
.;O
gover­n­ment-et;O
,;O
merthogy;O
(;O
Dr.;O
Staudt;I-PER
Gábor;I-PER
:;O
Nem;O
ismerjük;O
azt;O
a;O
honlapot;O
,;O
Lajos;I-PER
!;O
);O
majd;O
akkor;O
esetleg;O
ez;O
lesz;O
a;O
kormányportál;O
,;O
ha;O
véletlenül;O
úgy;O
hozza;O
a;O
sors;O
?;O
r­e­méljük;O
,;O
nem;O
.;O
;
De;O
mindenesetre;O
az;O
ismert;O
oligarcha;O
fia;O
,;O
aki;O
maga;O
egyébként;O
a;O
birtokukban;O
lévõ;O
sajtóbirodalmat;O
irányítja;O
(;O
Gõgös;I-PER
Zoltán;I-PER
:;O
És;O
az;O
neked;O
nem;O
volt;O
barátod;O
,;O
Lajos;I-PER
?;O
;
?;O
Közbeszólás;O
a;O
Jobbik;I-ORG
soraiból;O
:;O
Simicskához;I-PER
neked;O
semmi;O
közöd;O
!;O
?;O
);O
,;O
közölte;O
azt;O
,;O
hogy;O
márpedig;O
õk;O
a;O
Jobbikra;I-ORG
tesznek;O
,;O
sõt;O
szerintük;O
,;O
mármint;O
a;O
Simicska;I-PER
család;O
szerint;O
az;O
egyetlen;O
kérdés;O
az;O
,;O
hogy;O
lesz-e;O
kétharmada;O
a;O
Jobbiknak;I-ORG
.;O
;
Ne;O
kommentáljuk;O
azt;O
,;O
hogy;O
ez;O
vajon;O
éleslátásra;O
vall-e;O
vagy;O
valami;O
másra;O
,;O
egynek;O
viszont;O
örülhetünk;O
õszintén;O
:;O
hogy;O
végre;O
tiszta;O
víz;O
van;O
a;O
pohárban;O
.;O
;
(;O
Gõgös;I-PER
Zoltán;I-PER
közbeszól;O
.;O
);O
;
A;O
magyar;O
választók;O
végre;O
világosan;O
láthatják;O
azt;O
,;O
hogy;O
a;O
parlamentben;O
milyen;O
erõviszonyok;O
,;O
milyen;O
erõcsoportok;O
próbálják;O
Magyarország;I-LOC
sorsát;O
befolyásolni;O
,;O
irányítani;O
.;O
;
(;O
Közbeszólás;O
az;O
MSZP;I-ORG
soraiból;O
:;O
Mészáros;I-PER
Lõrinc;I-PER
!;O
);O
;
A;O
baloldali;O
és;O
a;O
liberális;O
ellenzékiek;O
egyértelmûen;O
Soros;I-PER
György;I-PER
hálójában;O
vannak;O
,;O
és;O
teljesen;O
nyilvánvaló;O
,;O
nem;O
véletlen;O
,;O
hogy;O
ugyanazokat;O
a;O
politikai;O
lépéseket;O
hangsúlyozzák;O
,;O
ugyanazokat;O
a;O
politikai;O
értékeket;O
hangsúlyozzák;O
,;O
amiket;O
egyébként;O
Soros;I-PER
György;I-PER
számtalan;O
alkalommal;O
kifejtett;O
.;O
;
Szerintünk;O
ez;O
Magyarország;I-LOC
számára;O
életveszélyes;O
,;O
sõt;O
nem;O
csak;O
Magyarország;I-LOC
számára;O
,;O
Soros;I-PER
Györgyöt;I-PER
már;O
a;O
világ;O
számos;O
országából;O
kitiltották;O
,;O
egyébként;O
Angliából;I-LOC
is;O
,;O
tehát;O
azért;O
azt;O
nem;O
lehet;O
mégsem;O
egy;O
közép-ázsiai;O
köztársaságnak;O
titulálni;O
,;O
egész;O
egyszerûen;O
azért;O
,;O
mert;O
addig-meddig;O
körözött;O
az;O
angliai;O
politikai;O
égen;O
,;O
míg;O
aztán;O
kiderült;O
,;O
hogy;O
igazából;O
arra;O
játszik;O
,;O
hogy;O
a;O
fontot;O
tegye;O
tönkre;O
,;O
és;O
ezen;O
gazdagodjon;O
tovább;O
.;O
;
(;O
8.50;O
);O
Magyarország;I-LOC
már;O
megtanulta;O
azt;O
,;O
hogy;O
az;O
ilyen;O
politika;O
hálójába;O
bekerülve;O
az;O
országot;O
a;O
csõd;O
várja;O
,;O
mint;O
ahogy;O
2010-ben;O
mindnyájan;O
megélhettük;O
azt;O
,;O
amikor;O
az;O
ország;O
lényegében;O
Görögország;I-LOC
sorsára;O
jutva;O
,;O
teljesen;O
kilátástalan;O
helyzetbe;O
került;O
a;O
szociálliberális;O
kormány;O
kormányzásának;O
jóvoltából;O
.;O
;
Az;O
új;O
elem;O
az;O
,;O
hogy;O
a;O
Jobbik;I-ORG
is;O
megtalálta;O
a;O
maga;O
mecénását;O
.;O
;
(;O
Felzúdulás;O
a;O
Jobbik;I-ORG
padsoraiban;O
.;O
);O
;
Nagyon;O
sokszor;O
próbálták;O
ezt;O
eltagadni;O
.;O
;
Akkor;O
,;O
amikor;O
a;O
parlamentben;O
különbözõ;O
utalásokat;O
tettünk;O
arra;O
,;O
hogy;O
azért;O
mindenkinek;O
van;O
gazdája;O
,;O
a;O
Jobbik;I-ORG
is;O
hiába;O
próbálja;O
azt;O
tenni;O
,;O
mint;O
hogyha;O
véletlen;O
lenne;O
az;O
,;O
hogy;O
például;O
egy;O
váratlan;O
fordulattal;O
a;O
földvitában;O
egyszer;O
csak;O
a;O
gazdák;O
pártjáról;O
hirtelen;O
a;O
nagybirtokosok;O
pártjára;O
álltak;O
.;O
;
Akkor;O
mondtuk;O
,;O
hogy;O
azért;O
mégiscsak;O
meg;O
lehet;O
találni;O
az;O
összefüggést;O
.;O
;
Ha;O
egy;O
nagybirtokos;O
az;O
embernek;O
a;O
finanszírozója;O
,;O
mint;O
a;O
Jobbiknak;I-PER
Simicska;I-PER
Lajos;I-PER
,;O
akkor;O
bizony;O
könnyen;O
meglehet;O
,;O
hogy;O
hirtelen;O
a;O
gazdák;O
meg;O
a;O
földosztás;O
kevésbé;O
válnak;O
fontossá;O
,;O
hanem;O
a;O
nagybirtok;O
érdekeit;O
kell;O
képviselni;O
.;O
;
(;O
Szilágyi;I-PER
György;I-PER
:;O
Csak;O
a;O
demokráciáról;O
ne;O
mondj;O
semmit;O
!;O
;
?;O
Gyön­gyösi;I-PER
Márton;I-PER
:;O
A;O
Liberális;I-ORG
Internacionáléról;I-ORG
is;O
!;O
;
?;O
Zaj;O
.;O
);O
;
Több;O
más;O
olyan;O
fordulat;O
volt;O
a;O
politikájukban;O
,;O
ami;O
meghökkentett;O
mindenkit;O
,;O
aki;O
nem;O
látta;O
egyébként;O
a;O
mögöttes;O
összefüggéseket;O
.;O
;
Még;O
akkor;O
,;O
amikor;O
Simicska-mentes;O
volt;O
a;O
Jobbik;I-ORG
,;O
akkor;O
a;O
Jobbik;I-ORG
vezetõje;O
azt;O
mondta;O
a;O
magyar;O
parlamentben;O
(;O
Zaj;O
a;O
Jobbik;I-ORG
padsoraiban;O
.;O
;
?;O
Az;O
elnök;O
többször;O
csenget;O
.;O
;
);O
,;O
hogy;O
hazaáruló;O
az;O
,;O
aki;O
nem;O
szavazza;O
meg;O
a;O
kvótaellenes;O
alkotmánymódosítást;O
,;O
majd;O
egyébként;O
a;O
Jobbik;I-ORG
kompletten;O
nem;O
szavazta;O
meg;O
,;O
meghökkentve;O
ezzel;O
az;O
õ;O
támogatói;O
csoportját;O
,;O
a;O
választókat;O
.;O
;
És;O
az;O
egész;O
ország;O
érezte;O
magát;O
becsapva;O
,;O
leszámítva;O
nyilván;O
a;O
Simicska;I-PER
családot;O
,;O
akik;O
dörzsölték;O
a;O
kezüket;O
,;O
hogy;O
végre;O
sikerült;O
ebben;O
a;O
kérdésben;O
is;O
a;O
Jobbikot;I-ORG
úgymond;O
jobb;O
belátásra;O
téríteni;O
,;O
és;O
kihátrált;O
a;O
Jobbik;I-ORG
a;O
korábbi;O
álláspontjából;O
,;O
és;O
egyszerûen;O
nem;O
védte;O
meg;O
az;O
országot;O
.;O
;
Az;O
alkotmánymódosítást;O
megtagadta;O
,;O
noha;O
korábban;O
õk;O
ezt;O
hazaárulásnak;O
minõsítették;O
.;O
;
(;O
Közbeszólások;O
a;O
Jobbik;I-ORG
padsoraiban;O
.;O
);O
;
Uraim;O
!;O
;
Kedves;O
Magyarország;I-LOC
!;O
;
Tiszta;O
víz;O
van;O
a;O
pohárban;O
!;O
;
Balliberális;O
ellenzék;O
?;O
Soros;I-PER
György;I-PER
";";O
Jobbik;I-LOC
?;O
Simicska;I-PER
család;O
";";O
mi;O
a;O
magunk;O
szerény;O
módján;O
megpróbáljuk;O
a;O
magyar;O
népet;O
képviselni;O
.;O
;
Köszönöm;O
szépen;O
.;O
;
(;O
Szilágyi;I-PER
György;I-PER
:;O
Éljen;O
a;O
biznisz;O
!;O
;
Éljen;O
a;O
biznisz;O
!;O
;
?;O
Taps;O
a;O
kormánypárti;O
padsorokban;O
.;O
);O
;
BANGÓNÉ;O
BORBÉLY;I-PER
ILDIKÓ;I-PER
(;O
MSZP;I-ORG
);O
:;O
Köszönöm;O
,;O
elnök;O
úr;O
.;O
;
Tisztelt;O
Államtitkár;O
Úr;O
!;O
;
Önök;O
,;O
akik;O
a;O
család;O
szentségét;O
hirdetik;O
nap;O
mint;O
nap;O
,;O
a;O
legdurvább;O
eszközökkel;O
akarnak;O
beavatkozni;O
a;O
családok;O
és;O
a;O
gyermekeink;O
életébe;O
,;O
és;O
nem;O
elõször;O
.;O
;
Az;O
Alaptörvény;O
rendelkezik;O
a;O
gyermekek;O
védelmérõl;O
,;O
és;O
van;O
egy;O
gyermekvédelmi;O
törvényünk;O
is;O
,;O
amelybõl;O
idézek;O
önnek;O
,;O
államtitkár;O
úr;O
:;O
A;O
gyermeki;O
jogok;O
védelme;O
minden;O
olyan;O
természetes;O
és;O
jogi;O
személy;O
kötelessége;O
,;O
aki;O
a;O
gyermekneveléssel;O
,;O
oktatásával;O
,;O
ellátásával;O
,;O
törvényes;O
képviseletének;O
biztosításával;O
,;O
ügyeinek;O
intézésével;O
foglalkozik;O
.;O
;
Andy;I-PER
Vajna;I-PER
,;O
Amerikába;I-LOC
szakadt;O
hazánkfia;O
,;O
aki;O
ma;O
már;O
milliárdos;O
offshore;O
lovag;O
?;O
ahogy;O
az;O
ilyen;O
embereket;O
még;O
ellenzékben;O
a;O
Fidesz;I-ORG
nevezte;O
?;O
,;O
2010;O
után;O
számos;O
kormányzati;O
pozíciót;O
kapott;O
Orbán;I-PER
Viktortól;I-PER
,;O
filmügyi;O
kormánybiztos;O
lett;O
,;O
rátenyerelt;O
a;O
teljes;O
kaszinóiparra;O
,;O
amivel;O
óriási;O
nyereségre;O
tett;O
szert;O
,;O
köszönhetõen;O
annak;O
,;O
hogy;O
adóznia;O
sem;O
kell;O
.;O
;
Az;O
elmúlt;O
években;O
milliárdokat;O
kaszált;O
,;O
nemrégiben;O
pedig;O
,;O
úgy;O
néz;O
ki;O
,;O
hogy;O
gyermekvédelmi;O
szakember;O
is;O
lett;O
.;O
;
Andy;I-PER
Vajna;I-PER
megkapta;O
az;O
elsõ;O
magyarországi;O
online-kaszinó-üzemeltetésre;O
vonatkozó;O
engedélyét;O
is;O
,;O
miközben;O
köztudottan;O
a;O
gyermekek;O
vannak;O
a;O
legnagyobb;O
veszélynek;O
kitéve;O
az;O
internet;O
világában;O
.;O
;
A;O
kormánybiztos;O
sok;O
mindenre;O
rátette;O
a;O
kezét;O
a;O
médiapiacon;O
is;O
,;O
a;O
TV2-tõl;I-ORG
számtalan;O
csatornáig;O
vagy;O
az;O
Origo;I-MISC
internetes;O
hírportálig;O
.;O
;
Vajna;I-PER
magyarországi;O
érdekeltségeit;O
vizsgálva;O
az;O
atlatszo;O
.;O
hu;O
egy;O
meglehetõsen;O
terebélyes;O
,;O
offshore;O
cégekkel;O
teletûzdelt;O
céghálót;O
talált;O
.;O
;
A;O
számtalan;O
gazdasági;O
és;O
politikai;O
pozícióját;O
tekintve;O
nem;O
véletlen;O
,;O
hogy;O
egy;O
2016-os;O
összeállítás;O
szerint;O
õ;O
Magyarország;I-LOC
ötödik;O
legbefolyásosabb;O
személye;O
.;O
;
Mindezt;O
önöknek;O
köszönheti;O
.;O
;
A;O
